run,pop,Herbicide,Dose,rep,count,biomass,count_red,bio_red
1,A65,Atrazine,0.5x,2,2,0.096,0.818181818,0.757575758
1,A65,Atrazine,0.5x,3,7,0.533,0.363636364,1E-10
1,A65,Atrazine,0.5x,4,0,0,1,1
1,A65,Metribuzin,0.5x,1,0,0,1,1
1,A65,Metribuzin,0.5x,2,0,0,1,1
1,A65,Metribuzin,0.5x,3,0,0,1,1
1,A65,Metribuzin,0.5x,4,0,0,1,1
1,A65,Atrazine,1x,1,1,0.967,0.909090909,1E-10
1,A65,Atrazine,1x,2,1,0.002,0.909090909,0.994949495
1,A65,Atrazine,1x,3,0,0,1,1
1,A65,Atrazine,1x,4,2,0.333,0.818181818,0.159090909
1,A65,Metribuzin,1x,1,0,0,1,1
1,A65,Metribuzin,1x,2,0,0,1,1
1,A65,Metribuzin,1x,3,0,0,1,1
1,A65,Metribuzin,1x,4,0,0,1,1
1,A65,Atrazine,3x,1,1,0.036,0.909090909,0.909090909
1,A65,Atrazine,3x,2,2,0.068,0.818181818,0.828282828
1,A65,Atrazine,3x,3,0,0,1,1
1,A65,Atrazine,3x,4,0,0,1,1
1,A65,Metribuzin,3x,1,0,0,1,1
1,A65,Metribuzin,3x,2,0,0,1,1
1,A65,Metribuzin,3x,3,0,0,1,1
1,A65,Metribuzin,3x,4,0,0,1,1
1,A66,Atrazine,0.5x,1,7,0.114,0.786259542,0.926688103
1,A66,Atrazine,0.5x,2,6,0.056,0.816793893,0.963987138
1,A66,Atrazine,0.5x,3,6,0.03,0.816793893,0.980707396
1,A66,Atrazine,0.5x,4,3,0.002,0.908396947,0.998713826
1,A66,Metribuzin,0.5x,1,0,0,1,1
1,A66,Metribuzin,0.5x,2,0,0,1,1
1,A66,Metribuzin,0.5x,3,0,0,1,1
1,A66,Metribuzin,0.5x,4,1,0.003,0.969465649,0.99807074
1,A66,Atrazine,1x,1,3,0.093,0.908396947,0.940192926
1,A66,Atrazine,1x,2,4,0.006,0.877862595,0.996141479
1,A66,Atrazine,1x,3,16,0.513,0.511450382,0.670096463
1,A66,Atrazine,1x,4,6,0.205,0.816793893,0.868167203
1,A66,Metribuzin,1x,1,0,0,1,1
1,A66,Metribuzin,1x,2,0,0,1,1
1,A66,Metribuzin,1x,3,0,0,1,1
1,A66,Metribuzin,1x,4,0,0,1,1
1,A66,Atrazine,3x,1,2,0.001,0.938931298,0.999356913
1,A66,Atrazine,3x,2,1,0.005,0.969465649,0.996784566
1,A66,Atrazine,3x,3,0,0,1,1
1,A66,Atrazine,3x,4,0,0,1,1
1,A66,Metribuzin,3x,1,0,0,1,1
1,A66,Metribuzin,3x,2,0,0,1,1
1,A66,Metribuzin,3x,3,0,0,1,1
1,A66,Metribuzin,3x,4,0,0,1,1
1,A67,Atrazine,0.5x,1,8,0.18,0.739837398,0.886916915
1,A67,Atrazine,0.5x,2,1,0.008,0.967479675,0.994974085
1,A67,Atrazine,0.5x,3,3,0.022,0.902439024,0.986178734
1,A67,Atrazine,0.5x,4,7,0.22,0.772357724,0.861787341
1,A67,Metribuzin,0.5x,1,0,0,1,1
1,A67,Metribuzin,0.5x,2,0,0,1,1
1,A67,Metribuzin,0.5x,3,0,0,1,1
1,A67,Metribuzin,0.5x,4,0,0,1,1
1,A67,Atrazine,1x,1,3,0.086,0.902439024,0.945971415
1,A67,Atrazine,1x,2,2,0.052,0.93495935,0.967331553
1,A67,Atrazine,1x,3,0,0,1,1
1,A67,Atrazine,1x,4,2,0.077,0.93495935,0.951625569
1,A67,Metribuzin,1x,1,0,0,1,1
1,A67,Metribuzin,1x,2,0,0,1,1
1,A67,Metribuzin,1x,3,0,0,1,1
1,A67,Metribuzin,1x,4,0,0,1,1
1,A67,Atrazine,3x,1,0,0,1,1
1,A67,Atrazine,3x,2,0,0,1,1
1,A67,Atrazine,3x,3,0,0,1,1
1,A67,Atrazine,3x,4,0,0,1,1
1,A67,Metribuzin,3x,1,0,0,1,1
1,A67,Metribuzin,3x,2,0,0,1,1
1,A67,Metribuzin,3x,3,0,0,1,1
1,A67,Metribuzin,3x,4,0,0,1,1
1,A75,Atrazine,0.5x,1,5,0.065,0.722222222,0.941899441
1,A75,Atrazine,0.5x,2,8,0.44,0.555555556,0.606703911
1,A75,Atrazine,0.5x,3,3,0.039,0.833333333,0.965139665
1,A75,Atrazine,0.5x,4,14,0.451,0.222222222,0.596871508
1,A75,Metribuzin,0.5x,1,0,0,1,1
1,A75,Metribuzin,0.5x,2,1,0.013,0.944444444,0.988379888
1,A75,Metribuzin,0.5x,3,2,0.01,0.888888889,0.991061453
1,A75,Metribuzin,0.5x,4,1,0.005,0.944444444,0.995530726
1,A75,Atrazine,1x,1,20,0.34,1E-10,0.696089386
1,A75,Atrazine,1x,2,6,0.144,0.666666667,0.871284916
1,A75,Atrazine,1x,3,14,0.5,0.222222222,0.553072626
1,A75,Atrazine,1x,4,2,0.056,0.888888889,0.949944134
1,A75,Metribuzin,1x,1,0,0,1,1
1,A75,Metribuzin,1x,2,0,0,1,1
1,A75,Metribuzin,1x,3,0,0,1,1
1,A75,Metribuzin,1x,4,0,0,1,1
1,A75,Atrazine,3x,1,4,0.046,0.777777778,0.958882682
1,A75,Atrazine,3x,2,0,0,1,1
1,A75,Atrazine,3x,3,10,0.283,0.444444444,0.747039106
1,A75,Atrazine,3x,4,2,0.039,0.888888889,0.965139665
1,A75,Metribuzin,3x,1,0,0,1,1
1,A75,Metribuzin,3x,2,0,0,1,1
1,A75,Metribuzin,3x,3,0,0,1,1
1,A75,Metribuzin,3x,4,0,0,1,1
1,A76,Atrazine,0.5x,1,17,1.526,0.37037037,1E-10
1,A76,Atrazine,0.5x,2,14,0.712,0.481481482,0.40765391
1,A76,Atrazine,0.5x,3,3,0.051,0.888888889,0.957570716
1,A76,Atrazine,0.5x,4,5,0.432,0.814814815,0.640599002
1,A76,Metribuzin,0.5x,1,0,0,1,1
1,A76,Metribuzin,0.5x,2,0,0,1,1
1,A76,Metribuzin,0.5x,3,0,0,1,1
1,A76,Metribuzin,0.5x,4,0,0,1,1
1,A76,Atrazine,1x,1,4,0.061,0.851851852,0.949251248
1,A76,Atrazine,1x,2,4,0.444,0.851851852,0.630615641
1,A76,Atrazine,1x,3,6,0.044,0.777777778,0.963394343
1,A76,Atrazine,1x,4,8,0.366,0.703703704,0.695507488
1,A76,Metribuzin,1x,1,0,0,1,1
1,A76,Metribuzin,1x,2,0,0,1,1
1,A76,Metribuzin,1x,3,0,0,1,1
1,A76,Metribuzin,1x,4,0,0,1,1
1,A76,Atrazine,3x,1,1,0.076,0.962962963,0.936772047
1,A76,Atrazine,3x,2,0,0,1,1
1,A76,Atrazine,3x,3,0,0,1,1
1,A76,Atrazine,3x,4,0,0,1,1
1,A76,Metribuzin,3x,1,0,0,1,1
1,A76,Metribuzin,3x,2,0,0,1,1
1,A76,Metribuzin,3x,3,0,0,1,1
1,A76,Metribuzin,3x,4,0,0,1,1
1,A82,Atrazine,0.5x,1,0,0,1,1
1,A82,Atrazine,0.5x,2,3,0.798,0.882352941,1E-10
1,A82,Atrazine,0.5x,3,0,0,1,1
1,A82,Atrazine,0.5x,4,1,0.352,0.960784314,0.313505607
1,A82,Metribuzin,0.5x,1,1,0.012,0.960784314,0.976596782
1,A82,Metribuzin,0.5x,2,0,0,1,1
1,A82,Metribuzin,0.5x,3,0,0,1,1
1,A82,Metribuzin,0.5x,4,0,0,1,1
1,A82,Atrazine,1x,1,0,0,1,1
1,A82,Atrazine,1x,2,0,0,1,1
1,A82,Atrazine,1x,3,0,0,1,1
1,A82,Atrazine,1x,4,3,0.244,0.882352941,0.524134569
1,A82,Metribuzin,1x,1,0,0,1,1
1,A82,Metribuzin,1x,2,0,0,1,1
1,A82,Metribuzin,1x,3,0,0,1,1
1,A82,Metribuzin,1x,4,0,0,1,1
1,A82,Atrazine,3x,1,0,0,1,1
1,A82,Atrazine,3x,2,0,0,1,1
1,A82,Atrazine,3x,3,0,0,1,1
1,A82,Atrazine,3x,4,0,0,1,1
1,A82,Metribuzin,3x,1,0,0,1,1
1,A82,Metribuzin,3x,2,0,0,1,1
1,A82,Metribuzin,3x,3,0,0,1,1
1,A82,Metribuzin,3x,4,0,0,1,1
1,A87,Atrazine,0.5x,1,2,0.237,0.947019868,0.883638149
1,A87,Atrazine,0.5x,2,3,1.123,0.920529801,0.448631398
1,A87,Atrazine,0.5x,3,1,0.31,0.973509934,0.847796735
1,A87,Atrazine,0.5x,4,2,0.033,0.947019868,0.983797717
1,A87,Metribuzin,0.5x,1,0,0,1,1
1,A87,Metribuzin,0.5x,2,0,0,1,1
1,A87,Metribuzin,0.5x,3,0,0,1,1
1,A87,Metribuzin,0.5x,4,0,0,1,1
1,A87,Atrazine,1x,1,2,0.007,0.947019868,0.996563152
1,A87,Atrazine,1x,2,2,0.005,0.947019868,0.997545109
1,A87,Atrazine,1x,3,0,0,1,1
1,A87,Atrazine,1x,4,1,0.126,0.973509934,0.938136737
1,A87,Metribuzin,1x,1,0,0,1,1
1,A87,Metribuzin,1x,2,0,0,1,1
1,A87,Metribuzin,1x,3,0,0,1,1
1,A87,Metribuzin,1x,4,0,0,1,1
1,A87,Atrazine,3x,1,0,0,1,1
1,A87,Atrazine,3x,2,0,0,1,1
1,A87,Atrazine,3x,3,0,0,1,1
1,A87,Atrazine,3x,4,0,0,1,1
1,A87,Metribuzin,3x,1,0,0,1,1
1,A87,Metribuzin,3x,2,0,0,1,1
1,A87,Metribuzin,3x,3,1,0.042,0.973509934,0.979378913
1,A87,Metribuzin,3x,4,0,0,1,1
1,A90,Atrazine,0.5x,1,6,0.046,0.882352941,0.976617105
1,A90,Atrazine,0.5x,2,7,0.315,0.862745098,0.839878002
1,A90,Atrazine,0.5x,3,8,0.122,0.843137255,0.937984496
1,A90,Atrazine,0.5x,4,8,0.284,0.843137255,0.85563604
1,A90,Metribuzin,0.5x,1,0,0,1,1
1,A90,Metribuzin,0.5x,2,0,0,1,1
1,A90,Metribuzin,0.5x,3,0,0,1,1
1,A90,Metribuzin,0.5x,4,0,0,1,1
1,A90,Atrazine,1x,1,3,0.723,0.941176471,0.632481891
1,A90,Atrazine,1x,2,2,0.275,0.960784314,0.860210954
1,A90,Atrazine,1x,3,3,0.078,0.941176471,0.960350743
1,A90,Atrazine,1x,4,0,0,1,1
1,A90,Metribuzin,1x,1,0,0,1,1
1,A90,Metribuzin,1x,2,0,0,1,1
1,A90,Metribuzin,1x,3,0,0,1,1
1,A90,Metribuzin,1x,4,0,0,1,1
1,A90,Atrazine,3x,1,1,0.1,0.980392157,0.94916762
1,A90,Atrazine,3x,2,2,0.007,0.960784314,0.996441733
1,A90,Atrazine,3x,3,7,0.025,0.862745098,0.987291905
1,A90,Atrazine,3x,4,4,0.006,0.921568628,0.996950057
1,A90,Metribuzin,3x,1,0,0,1,1
1,A90,Metribuzin,3x,2,0,0,1,1
1,A90,Metribuzin,3x,3,0,0,1,1
1,A90,Metribuzin,3x,4,0,0,1,1
1,A91,Atrazine,0.5x,1,2,0.65,0.915789474,0.548297429
1,A91,Atrazine,0.5x,2,3,1.014,0.873684211,0.295343989
1,A91,Atrazine,0.5x,3,0,0,1,1
1,A91,Atrazine,0.5x,4,22,1.583,0.073684211,1E-10
1,A91,Metribuzin,0.5x,1,1,0.0011,0.957894737,0.99923558
1,A91,Metribuzin,0.5x,2,0,0,1,1
1,A91,Metribuzin,0.5x,3,0,0,1,1
1,A91,Metribuzin,0.5x,4,0,0,1,1
1,A91,Atrazine,1x,1,8,0.254,0.663157895,0.823488534
1,A91,Atrazine,1x,2,2,0.529,0.915789474,0.6323836
1,A91,Atrazine,1x,3,0,0,1,1
1,A91,Atrazine,1x,4,0,0,1,1
1,A91,Metribuzin,1x,1,0,0,1,1
1,A91,Metribuzin,1x,2,0,0,1,1
1,A91,Metribuzin,1x,3,0,0,1,1
1,A91,Metribuzin,1x,4,0,0,1,1
1,A91,Atrazine,3x,1,3,0.019,0.873684211,0.986796386
1,A91,Atrazine,3x,2,1,0.127,0.957894737,0.911744267
1,A91,Atrazine,3x,3,2,0.013,0.915789474,0.990965949
1,A91,Atrazine,3x,4,1,0.109,0.957894737,0.924252953
1,A91,Metribuzin,3x,1,0,0,1,1
1,A91,Metribuzin,3x,2,0,0,1,1
1,A91,Metribuzin,3x,3,0,0,1,1
1,A91,Metribuzin,3x,4,0,0,1,1
2,A8,Atrazine,0.5x,1,8,0.312,0.542857143,0.717838571
2,A8,Atrazine,0.5x,2,3,0.337,0.828571429,0.695229482
2,A8,Atrazine,0.5x,3,4,0.679,0.771428571,0.385937147
2,A8,Atrazine,0.5x,4,22,1.438,1E-10,1E-10
2,A8,Metribuzin,0.5x,1,0,0,1,1
2,A8,Metribuzin,0.5x,2,0,0,1,1
2,A8,Metribuzin,0.5x,3,0,0,1,1
2,A8,Metribuzin,0.5x,4,0,0,1,1
2,A8,Atrazine,1x,1,4,0.105,0.771428571,0.905041827
2,A8,Atrazine,1x,2,2,0.022,0.885714286,0.980104002
2,A8,Atrazine,1x,3,4,0.296,0.771428571,0.732308388
2,A8,Atrazine,1x,4,2,0.145,0.885714286,0.868867285
2,A8,Metribuzin,1x,1,0,0,1,1
2,A8,Metribuzin,1x,2,0,0,1,1
2,A8,Metribuzin,1x,3,0,0,1,1
2,A8,Metribuzin,1x,4,0,0,1,1
2,A8,Atrazine,3x,1,2,0.464,0.885714286,0.580375311
2,A8,Atrazine,3x,2,0,0,1,1
2,A8,Atrazine,3x,3,0,0,1,1
2,A8,Atrazine,3x,4,0,0,1,1
2,A8,Metribuzin,3x,1,0,0,1,1
2,A8,Metribuzin,3x,2,0,0,1,1
2,A8,Metribuzin,3x,3,0,0,1,1
2,A8,Metribuzin,3x,4,0,0,1,1
2,A9,Atrazine,0.5x,1,21,1.351,0.386861314,0.281478527
2,A9,Atrazine,0.5x,2,4,0.675,0.883211679,0.641005186
2,A9,Atrazine,0.5x,3,25,2.185,0.270072993,1E-10
2,A9,Atrazine,0.5x,4,11,0.513,0.678832117,0.727163941
2,A9,Metribuzin,0.5x,1,0,0,1,1
2,A9,Metribuzin,0.5x,2,0,0,1,1
2,A9,Metribuzin,0.5x,3,0,0,1,1
2,A9,Metribuzin,0.5x,4,0,0,1,1
2,A9,Atrazine,1x,1,0,0,1,1
2,A9,Atrazine,1x,2,4,1.307,0.883211679,0.30487967
2,A9,Atrazine,1x,3,16,1.308,0.532846715,0.304347826
2,A9,Atrazine,1x,4,1,0.316,0.97080292,0.831937242
2,A9,Metribuzin,1x,1,11,1.632,0.678832117,0.132030315
2,A9,Metribuzin,1x,2,0,0,1,1
2,A9,Metribuzin,1x,3,0,0,1,1
2,A9,Metribuzin,1x,4,0,0,1,1
2,A9,Atrazine,3x,1,2,0.153,0.941605839,0.918627842
2,A9,Atrazine,3x,2,4,0.942,0.883211679,0.499002792
2,A9,Atrazine,3x,3,12,1.445,0.649635037,0.231485175
2,A9,Atrazine,3x,4,4,0.818,0.883211679,0.564951469
2,A9,Metribuzin,3x,1,0,0,1,1
2,A9,Metribuzin,3x,2,0,0,1,1
2,A9,Metribuzin,3x,3,0,0,1,1
2,A9,Metribuzin,3x,4,0,0,1,1
2,A11,Atrazine,0.5x,1,7,0.652,0.416666667,0.566633433
2,A11,Atrazine,0.5x,2,0,0,1,1
2,A11,Atrazine,0.5x,3,2,0.027,0.833333333,0.982053839
2,A11,Atrazine,0.5x,4,1,0.391,0.916666667,0.740112994
2,A11,Metribuzin,0.5x,1,0,0,1,1
2,A11,Metribuzin,0.5x,2,0,0,1,1
2,A11,Metribuzin,0.5x,3,0,0,1,1
2,A11,Metribuzin,0.5x,4,0,0,1,1
2,A11,Atrazine,1x,1,3,0.1,0.75,0.933532735
2,A11,Atrazine,1x,2,5,0.465,0.583333333,0.690927218
2,A11,Atrazine,1x,3,0,0,1,1
2,A11,Atrazine,1x,4,4,0.534,0.666666667,0.645064806
2,A11,Metribuzin,1x,1,0,0,1,1
2,A11,Metribuzin,1x,2,0,0,1,1
2,A11,Metribuzin,1x,3,0,0,1,1
2,A11,Metribuzin,1x,4,0,0,1,1
2,A11,Atrazine,3x,1,1,0.226,0.916666667,0.849783981
2,A11,Atrazine,3x,2,2,0.333,0.833333333,0.778664008
2,A11,Atrazine,3x,3,6,0.461,0.5,0.693585909
2,A11,Atrazine,3x,4,4,1.089,0.666666667,0.276171486
2,A11,Metribuzin,3x,1,0,0,1,1
2,A11,Metribuzin,3x,2,0,0,1,1
2,A11,Metribuzin,3x,3,0,0,1,1
2,A11,Metribuzin,3x,4,0,0,1,1
2,A17,Atrazine,0.5x,1,5,1.114,0.761904762,0.355324074
2,A17,Atrazine,0.5x,2,11,1.737,0.476190476,1E-10
2,A17,Atrazine,0.5x,3,36,1.685,1E-10,0.024884259
2,A17,Atrazine,0.5x,4,11,0.741,0.476190476,0.571180556
2,A17,Metribuzin,0.5x,1,0,0,1,1
2,A17,Metribuzin,0.5x,2,0,0,1,1
2,A17,Metribuzin,0.5x,3,0,0,1,1
2,A17,Metribuzin,0.5x,4,0,0,1,1
2,A17,Atrazine,1x,1,40,1.991,1E-10,1E-10
2,A17,Atrazine,1x,2,9,0.814,0.571428571,0.528935185
2,A17,Atrazine,1x,3,32,1.935,1E-10,1E-10
2,A17,Atrazine,1x,4,42,2.139,1E-10,1E-10
2,A17,Metribuzin,1x,1,0,0,1,1
2,A17,Metribuzin,1x,2,0,0,1,1
2,A17,Metribuzin,1x,3,0,0,1,1
2,A17,Metribuzin,1x,4,0,0,1,1
2,A17,Atrazine,3x,1,17,0.862,0.190476191,0.501157407
2,A17,Atrazine,3x,2,3,0.981,0.857142857,0.432291667
2,A17,Atrazine,3x,3,8,0.921,0.619047619,0.467013889
2,A17,Atrazine,3x,4,0,0,1,1
2,A17,Metribuzin,3x,1,0,0,1,1
2,A17,Metribuzin,3x,2,0,0,1,1
2,A17,Metribuzin,3x,3,0,0,1,1
2,A17,Metribuzin,3x,4,0,0,1,1
2,A18,Atrazine,0.5x,1,1,0.009,0.963302752,0.992355065
2,A18,Atrazine,0.5x,2,5,0.568,0.816513762,0.517519643
2,A18,Atrazine,0.5x,3,5,0.144,0.816513762,0.877681036
2,A18,Atrazine,0.5x,4,11,0.946,0.596330275,0.196432364
2,A18,Metribuzin,0.5x,1,0,0,1,1
2,A18,Metribuzin,0.5x,2,0,0,1,1
2,A18,Metribuzin,0.5x,3,0,0,1,1
2,A18,Metribuzin,0.5x,4,0,0,1,1
2,A18,Atrazine,1x,1,3,0.356,0.889908257,0.69760034
2,A18,Atrazine,1x,2,5,0.438,0.816513762,0.627946486
2,A18,Atrazine,1x,3,9,1.393,0.669724771,1E-10
2,A18,Atrazine,1x,4,2,0.128,0.926605505,0.891272032
2,A18,Metribuzin,1x,1,0,0,1,1
2,A18,Metribuzin,1x,2,0,0,1,1
2,A18,Metribuzin,1x,3,0,0,1,1
2,A18,Metribuzin,1x,4,0,0,1,1
2,A18,Atrazine,3x,1,4,0.127,0.853211009,0.89212147
2,A18,Atrazine,3x,2,1,0.008,0.963302752,0.993204502
2,A18,Atrazine,3x,3,3,0.211,0.889908257,0.820768741
2,A18,Atrazine,3x,4,2,0.007,0.926605505,0.994053939
2,A18,Metribuzin,3x,1,0,0,1,1
2,A18,Metribuzin,3x,2,0,0,1,1
2,A18,Metribuzin,3x,3,0,0,1,1
2,A18,Metribuzin,3x,4,0,0,1,1
2,A20,Atrazine,0.5x,1,18,1.365,0.172413793,0.171597633
2,A20,Atrazine,0.5x,2,17,1.336,0.218390805,0.18919739
2,A20,Atrazine,0.5x,3,13,1.563,0.402298851,0.051433773
2,A20,Atrazine,0.5x,4,5,0.55,0.770114943,0.666211501
2,A20,Metribuzin,0.5x,1,0,0,1,1
2,A20,Metribuzin,0.5x,2,0,0,1,1
2,A20,Metribuzin,0.5x,3,0,0,1,1
2,A20,Metribuzin,0.5x,4,0,0,1,1
2,A20,Atrazine,1x,1,10,1.442,0.540229885,0.124867243
2,A20,Atrazine,1x,2,6,1.139,0.724137931,0.308754362
2,A20,Atrazine,1x,3,0,0,1,1
2,A20,Atrazine,1x,4,3,0.374,0.862068966,0.77302382
2,A20,Metribuzin,1x,1,0,0,1,1
2,A20,Metribuzin,1x,2,0,0,1,1
2,A20,Metribuzin,1x,3,0,0,1,1
2,A20,Metribuzin,1x,4,0,0,1,1
2,A20,Atrazine,3x,1,15,0.541,0.310344828,0.671673494
2,A20,Atrazine,3x,2,3,0.226,0.862068966,0.862843271
2,A20,Atrazine,3x,3,6,0.145,0.724137931,0.912001214
2,A20,Atrazine,3x,4,7,0.085,0.67816092,0.948414505
2,A20,Metribuzin,3x,1,0,0,1,1
2,A20,Metribuzin,3x,2,0,0,1,1
2,A20,Metribuzin,3x,3,0,0,1,1
2,A20,Metribuzin,3x,4,0,0,1,1
2,A22,Atrazine,0.5x,1,19,1.618,0.441176471,0.180344478
2,A22,Atrazine,0.5x,2,6,0.311,0.823529412,0.842451874
2,A22,Atrazine,0.5x,3,11,1.358,0.676470588,0.312056738
2,A22,Atrazine,0.5x,4,7,1.179,0.794117647,0.402735562
2,A22,Metribuzin,0.5x,1,0,0,1,1
2,A22,Metribuzin,0.5x,2,0,0,1,1
2,A22,Metribuzin,0.5x,3,0,0,1,1
2,A22,Metribuzin,0.5x,4,0,0,1,1
2,A22,Atrazine,1x,1,6,0.695,0.823529412,0.647922999
2,A22,Atrazine,1x,2,5,0.332,0.852941177,0.831813577
2,A22,Atrazine,1x,3,7,0.933,0.794117647,0.527355623
2,A22,Atrazine,1x,4,4,1.124,0.882352941,0.430597771
2,A22,Metribuzin,1x,1,0,0,1,1
2,A22,Metribuzin,1x,2,0,0,1,1
2,A22,Metribuzin,1x,3,0,0,1,1
2,A22,Metribuzin,1x,4,0,0,1,1
2,A22,Atrazine,3x,1,0,0,1,1
2,A22,Atrazine,3x,2,0,0,1,1
2,A22,Atrazine,3x,3,1,0.315,0.970588235,0.840425532
2,A22,Atrazine,3x,4,2,0.136,0.941176471,0.931104357
2,A22,Metribuzin,3x,1,0,0,1,1
2,A22,Metribuzin,3x,2,0,0,1,1
2,A22,Metribuzin,3x,3,0,0,1,1
2,A22,Metribuzin,3x,4,0,0,1,1
2,A23,Atrazine,0.5x,1,4,0.033,0.466666667,0.946666667
2,A23,Atrazine,0.5x,2,4,0.047,0.466666667,0.924040404
2,A23,Atrazine,0.5x,3,0,0,1,1
2,A23,Atrazine,0.5x,4,0,0,1,1
2,A23,Metribuzin,0.5x,1,0,0,1,1
2,A23,Metribuzin,0.5x,2,0,0,1,1
2,A23,Metribuzin,0.5x,3,0,0,1,1
2,A23,Metribuzin,0.5x,4,0,0,1,1
2,A23,Atrazine,1x,1,0,0,1,1
2,A23,Atrazine,1x,2,2,0.133,0.733333333,0.785050505
2,A23,Atrazine,1x,3,1,0.014,0.866666667,0.977373737
2,A23,Atrazine,1x,4,0,0,1,1
2,A23,Metribuzin,1x,1,0,0,1,1
2,A23,Metribuzin,1x,2,0,0,1,1
2,A23,Metribuzin,1x,3,0,0,1,1
2,A23,Metribuzin,1x,4,0,0,1,1
2,A23,Atrazine,3x,1,1,0.056,0.866666667,0.90949495
2,A23,Atrazine,3x,2,3,0.624,0.6,1E-10
2,A23,Atrazine,3x,3,3,0.276,0.6,0.553939394
2,A23,Atrazine,3x,4,1,0.011,0.866666667,0.982222222
2,A23,Metribuzin,3x,1,0,0,1,1
2,A23,Metribuzin,3x,2,0,0,1,1
2,A23,Metribuzin,3x,3,0,0,1,1
2,A23,Metribuzin,3x,4,0,0,1,1
2,A27,Atrazine,0.5x,1,0,0,1,1
2,A27,Atrazine,0.5x,2,0,0,1,1
2,A27,Atrazine,0.5x,3,0,0,1,1
2,A27,Atrazine,0.5x,4,4,0.045,1E-10,0.937845304
2,A27,Metribuzin,0.5x,1,0,0,1,1
2,A27,Metribuzin,0.5x,2,0,0,1,1
2,A27,Metribuzin,0.5x,3,0,0,1,1
2,A27,Metribuzin,0.5x,4,0,0,1,1
2,A27,Atrazine,1x,1,0,0,1,1
2,A27,Atrazine,1x,2,1,0.032,0.666666667,0.955801105
2,A27,Atrazine,1x,3,0,0,1,1
2,A27,Atrazine,1x,4,0,0,1,1
2,A27,Metribuzin,1x,1,0,0,1,1
2,A27,Metribuzin,1x,2,0,0,1,1
2,A27,Metribuzin,1x,3,0,0,1,1
2,A27,Metribuzin,1x,4,0,0,1,1
2,A27,Atrazine,3x,1,0,0,1,1
2,A27,Atrazine,3x,2,0,0,1,1
2,A27,Atrazine,3x,3,0,0,1,1
2,A27,Atrazine,3x,4,1,0.021,0.666666667,0.970994475
2,A27,Metribuzin,3x,1,0,0,1,1
2,A27,Metribuzin,3x,2,0,0,1,1
2,A27,Metribuzin,3x,3,0,0,1,1
2,A27,Metribuzin,3x,4,0,0,1,1
2,A31,Atrazine,0.5x,1,4,0.012,0.692307692,0.988363636
2,A31,Atrazine,0.5x,2,19,0.591,1E-10,0.426909091
2,A31,Atrazine,0.5x,3,4,0.235,0.692307692,0.772121212
2,A31,Atrazine,0.5x,4,5,0.452,0.615384615,0.56169697
2,A31,Metribuzin,0.5x,1,0,0,1,1
2,A31,Metribuzin,0.5x,2,0,0,1,1
2,A31,Metribuzin,0.5x,3,0,0,1,1
2,A31,Metribuzin,0.5x,4,0,0,1,1
2,A31,Atrazine,1x,1,0,0,1,1
2,A31,Atrazine,1x,2,3,0.062,0.769230769,0.939878788
2,A31,Atrazine,1x,3,0,0,1,1
2,A31,Atrazine,1x,4,2,0.205,0.846153846,0.801212121
2,A31,Metribuzin,1x,1,0,0,1,1
2,A31,Metribuzin,1x,2,0,0,1,1
2,A31,Metribuzin,1x,3,0,0,1,1
2,A31,Metribuzin,1x,4,0,0,1,1
2,A31,Atrazine,3x,1,1,0.004,0.923076923,0.996121212
2,A31,Atrazine,3x,2,2,0.098,0.846153846,0.904969697
2,A31,Atrazine,3x,3,0,0,1,1
2,A31,Atrazine,3x,4,0,0,1,1
2,A31,Metribuzin,3x,1,0,0,1,1
2,A31,Metribuzin,3x,2,0,0,1,1
2,A31,Metribuzin,3x,3,0,0,1,1
2,A31,Metribuzin,3x,4,0,0,1,1
2,A34,Atrazine,0.5x,1,4,0.235,0.771428571,0.845800525
2,A34,Atrazine,0.5x,2,8,0.311,0.542857143,0.795931759
2,A34,Atrazine,0.5x,3,5,0.045,0.714285714,0.970472441
2,A34,Atrazine,0.5x,4,5,0.828,0.714285714,0.456692913
2,A34,Metribuzin,0.5x,1,0,0,1,1
2,A34,Metribuzin,0.5x,2,0,0,1,1
2,A34,Metribuzin,0.5x,3,0,0,1,1
2,A34,Metribuzin,0.5x,4,0,0,1,1
2,A34,Atrazine,1x,1,3,0.765,0.828571429,0.498031496
2,A34,Atrazine,1x,2,4,0.169,0.771428571,0.889107612
2,A34,Atrazine,1x,3,2,0.004,0.885714286,0.997375328
2,A34,Atrazine,1x,4,3,0.007,0.828571429,0.995406824
2,A34,Metribuzin,1x,1,0,0,1,1
2,A34,Metribuzin,1x,2,0,0,1,1
2,A34,Metribuzin,1x,3,0,0,1,1
2,A34,Metribuzin,1x,4,0,0,1,1
2,A34,Atrazine,3x,1,4,0.119,0.771428571,0.921916011
2,A34,Atrazine,3x,2,1,0.06,0.942857143,0.960629921
2,A34,Atrazine,3x,3,0,0,1,1
2,A34,Atrazine,3x,4,0,0,1,1
2,A34,Metribuzin,3x,1,0,0,1,1
2,A34,Metribuzin,3x,2,0,0,1,1
2,A34,Metribuzin,3x,3,0,0,1,1
2,A34,Metribuzin,3x,4,0,0,1,1
2,A35,Atrazine,0.5x,1,2,0.026,0.921568628,0.985831063
2,A35,Atrazine,0.5x,2,3,0.004,0.882352941,0.997820164
